"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"4156",34,8,0,3,28,4.4,0.36,-1.01,0.87,-0.14,0,2,1,7,1,5,3,3,0,0,0,0,0,0,1,1,1,1,1,30,1,0,0,1,0,1,0,0,0,0,2,4,0,1,1,1,4,1,0,16,1,15,10,9,600.46,0,46,0,12.4,2.52,590.75,0,0,2.48,0,6.17,0,0,0,1,10.25,2.33,415,6.03,0,0,2.68,0,6.43,0,0,0,0,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","August","1","0","4","3","0","13.6","0","2","4","2","3","0","medium_spend_cust"
"4157",69,15,1,29,15,8,0.83,-0.18,0.37,-1.01,0,4,1,13,2,2,0,0,0,0,0,0,0,0,0,4,0,0,1,19,1,1,0,1,0,1,0,1,0,1,1,5,0,0,0,1,1,3,0,14,0,7,11,4,167.68,0,27,0,6.15,1.82,190.1,1,25,3.22,675.3,6.52,0,0,0,1,17.75,2.88,450,6.11,0,0,2.64,0,5.92,0,0,0,1,1,1,1,0,1,21,1,0,1,0,0,0,0,0,0,0,0,0,"3","0","March","5","1","2","3","1","6","0","3","1","2","2","0","medium_spend_cust"
"4166",27,17,0,1,46,10.1,2.08,0.73,2.57,0.94,1,4,0,-1,-1,2,1,0,0,0,1,0,0,0,0,1,1,1,3,24,0,0,1,1,0,1,1,0,0,0,9,4,0,0,1,4,2,3,0,9,0,6,9,5,128.4,1,23,1,7.45,2.01,177.75,0,0,2.4,0,5.56,1,39.8,869.6,1,11.75,2.46,290,5.67,1,33.9,3.52,726.1,6.59,1,1,1,0,0,0,0,1,1,21,1,1,1,0,1,1,1,1,0,0,1,0,"3","1","February","2","0","2","2","1","19.2","0","3","3","4","1","4","medium_spend_cust"
"4171",31,14,0,1,17,9.7,0.63,-0.46,1.02,0.02,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,1,0,1,31,1,0,0,0,0,0,0,1,0,1,9,1,1,1,1,2,2,4,0,10,0,7,9,8,458.51,1,14,0,4.35,1.47,56.75,0,0,2.3,0,4.23,0,0,0,0,0,1.56,0,3,0,0,2.93,0,4.51,1,0,0,0,0,0,0,1,1,24,0,1,1,0,1,0,1,0,0,0,0,0,"4","0","November","2","0","3","2","0","9.6","0","1","1","3","3","2","medium_spend_cust"
"4177",36,13,0,7,47,3.5,0.38,-0.97,1.27,0.24,0,2,0,-1,-1,1,7,2,1,0,0,4,0,0,0,2,1,0,3,26,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,4,3,4,0,11,0,13,15,4,71.75,0,37,0,5.95,1.78,235.1,1,36.5,3.6,1314.6,7.18,1,45.15,1675.95,1,27,3.3,985,6.89,1,54.95,4.01,2010.8,7.61,0,1,0,1,1,1,1,0,1,12,1,1,1,1,1,0,0,1,0,0,1,1,"2","0","November","1","0","2","3","1","15.4","0","2","3","4","3","2","medium_spend_cust"
"4178",69,15,0,11,71,7.5,2.01,0.7,3.31,1.2,0,3,1,16,3,4,11,0,1,0,1,0,0,9,0,2,1,1,1,30,1,0,0,1,0,0,1,0,0,0,9,6,0,1,1,2,4,3,0,22,0,20,10,2,59.16,1,56,0,13.2,2.58,781.4,1,37,3.61,2203.55,7.7,0,0,0,1,25,3.22,1340,7.2,1,30.45,3.42,1722.35,7.45,1,1,0,1,1,1,1,0,1,22,1,1,1,0,0,1,0,0,1,0,0,0,"5","0","March","1","0","1","4","1","32.7","0","3","4","4","3","0","medium_spend_cust"
"4184",27,14,0,0,28,1.4,0.18,-1.73,0.21,-1.54,0,1,1,16,3,5,13,0,0,0,0,2,3,8,1,2,1,1,1,22,1,0,0,0,1,0,0,0,0,0,9,4,1,0,0,3,2,3,0,9,0,9,13,3,88.77,1,56,0,6.7,1.9,392.35,1,33.25,3.5,1822.1,7.51,1,48.45,2579.7,1,20,3,1005,6.91,1,56.6,4.04,2948.6,7.99,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,0,0,0,0,0,"3","0","October","1","0","1","2","0","11.9","0","2","2","4","1","4","medium_spend_cust"
"4187",77,10,0,8,21,19.4,1.33,0.28,2.75,1.01,0,1,0,-1,-1,1,3,0,0,3,0,0,0,0,1,2,0,1,1,25,1,0,0,0,0,0,0,0,0,1,9,4,0,0,0,2,1,4,0,8,0,7,11,5,151.44,0,20,0,5.2,1.65,106.05,0,0,2.25,0,4.57,0,0,0,0,0,2.22,0,4.32,0,0,2.82,0,4.93,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,0,0,0,0,0,1,0,"1","1","January","2","0","1","5","1","10","0","5","3","4","3","0","medium_spend_cust"
"4190",67,9,0,17,61,1.8,0.12,-2.12,0.98,-0.02,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,0,4,21,1,1,0,1,0,0,0,0,0,0,4,4,0,1,0,3,4,1,0,5,0,3,16,6,199.21,0,8,0,4.9,1.59,46.9,1,18,2.89,136.95,4.92,0,0,0,1,52.25,3.96,355,5.87,0,0,2.64,0,4.48,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","January","1","0","1","4","0","20.6","0","1","2","2","1","0","medium_spend_cust"
"4194",21,13,0,1,17,6.9,0.28,-1.26,0.89,-0.12,0,1,0,-1,-1,4,0,0,0,0,0,0,0,0,0,2,1,0,1,29,1,0,0,0,1,0,0,1,0,0,9,1,1,0,1,3,4,4,0,3,1,3,11,5,69.62,1,18,1,6.9,1.93,159.5,1,17,2.83,276.65,5.62,0,0,0,0,0,1.79,0,4.55,0,0,2.68,0,5.5,1,0,0,0,0,0,0,1,1,15,1,1,1,0,0,1,1,0,0,0,0,0,"5","1","March","5","0","2","1","1","9.5","0","4","2","2","1","0","low_spend_cust"
"4196",54,12,0,7,80,5.4,0.93,-0.07,3.39,1.22,0,5,1,14,2,3,2,1,0,0,1,0,0,0,1,1,1,1,10,28,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,3,3,1,0,23,0,18,14,7,314.39,1,52,0,17.85,2.88,963.7,1,36.5,3.6,2060.4,7.63,0,0,0,1,30.25,3.41,1585,7.37,0,0,3.18,0,7.15,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,1,1,0,0,0,"1","0","January","1","0","3","4","1","41.3","1","1","2","1","3","0","medium_spend_cust"
"4197",33,14,0,6,23,2.9,0.31,-1.17,0.36,-1.03,0,1,1,15,3,5,0,0,0,0,0,0,0,0,0,2,1,1,9,39,1,0,0,1,0,0,0,1,1,1,9,4,0,0,0,1,1,3,0,14,0,11,10,4,253.08,0,31,1,5.45,1.7,157.45,0,0,2.25,0,5.74,0,0,0,1,5.75,1.75,160,5.08,0,0,2.68,0,6.13,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,1,0,0,"5","1","January","3","0","2","1","0","12.3","0","3","2","4","3","0","medium_spend_cust"
"4201",20,15,1,0,18,8.9,0.71,-0.34,0.89,-0.12,0,2,1,12,2,4,7,1,0,0,0,0,0,6,1,3,1,1,1,20,1,0,1,1,0,0,0,0,0,1,9,5,0,0,1,3,4,2,0,2,0,2,7,7,179.81,1,16,0,4.15,1.42,70.75,1,20,3,339.55,5.83,0,0,0,0,0,1.83,0,4.74,0,0,2.68,0,5.5,0,0,0,1,0,0,1,0,1,17,0,1,0,0,1,0,1,0,0,0,0,0,"2","1","October","1","0","4","1","0","7.3","1","2","3","2","3","0","medium_spend_cust"
"4218",68,14,0,9,39,14.2,2.53,0.93,3.01,1.1,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,1,0,8,22,0,0,0,0,1,0,0,1,0,1,9,3,1,1,1,2,2,3,0,5,0,4,10,5,89.44,1,11,0,5.75,1.75,64.45,0,0,2.46,0,4.22,0,0,0,0,0,1.75,0,3.4,0,0,2.93,0,4.64,0,0,0,0,1,1,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0,"2","1","August","2","0","1","4","0","21.4","0","3","4","2","3","0","medium_spend_cust"
"4230",67,14,0,7,28,5.5,0.42,-0.87,1.12,0.11,0,4,1,8,1,2,10,3,0,0,0,0,0,7,0,0,-1,0,4,20,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,2,3,4,1,35,0,26,14,2,30.94,0,64,0,35,3.56,2243.8,0,0,2.48,0,6.92,0,0,0,1,12.25,2.51,825,6.72,0,0,2.9,0,7.19,0,0,0,0,0,0,1,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0,"1","1","February","2","0","2","5","-1","-1","-1","5","1","4","2","0","medium_spend_cust"
"4252",44,18,0,17,34,8.9,2.51,0.92,0.51,-0.67,0,5,1,20,5,7,5,3,0,2,0,0,0,0,1,2,1,0,8,12,1,0,0,0,0,0,1,1,0,0,9,1,1,0,1,2,2,4,0,26,1,23,13,6,240.93,0,60,0,11,2.4,723.8,0,0,2.76,0,6.82,0,0,0,1,5.75,1.75,335,5.81,0,0,3.02,0,7.17,0,1,0,0,1,1,1,0,1,20,1,1,1,0,1,1,0,0,1,0,0,1,"2","1","February","3","0","1","4","1","15.6","1","1","3","2","3","0","medium_spend_cust"
"4254",20,15,0,0,18,0.8,0.06,-2.77,0.08,-2.51,0,2,0,-1,-1,3,8,2,0,0,0,0,0,6,1,2,0,1,1,20,1,0,0,0,0,1,0,1,1,1,9,5,0,0,0,2,1,3,1,2,0,2,17,5,71.78,0,14,0,3.6,1.28,35.65,1,17.75,2.88,212.3,5.36,0,0,0,1,22.75,3.12,295,5.69,0,0,2.54,0,4.84,0,0,0,1,1,1,1,0,1,9,1,0,1,1,1,0,0,0,0,0,0,1,"2","1","March","4","0","1","1","0","7.7","0","5","4","2","1","0","medium_spend_cust"
"4260",29,15,0,0,26,10.2,0.55,-0.6,2.11,0.74,0,2,1,15,3,2,8,3,2,3,0,0,0,0,1,2,0,1,4,20,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,4,3,2,0,11,0,11,16,1,20.83,0,60,0,12.4,2.52,720.15,0,0,2.79,0,6.73,0,0,0,1,13.5,2.6,780,6.66,0,0,2.94,0,6.96,1,0,0,0,1,0,0,0,1,16,1,1,1,0,1,1,1,0,1,0,0,0,"3","1","June","2","0","1","3","0","16.5","0","2","4","4","3","0","low_spend_cust"
"4263",28,15,0,6,28,21.6,1.31,0.27,4.74,1.56,0,2,0,-1,-1,1,5,2,0,0,0,3,0,0,0,6,0,0,1,24,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,3,1,4,1,2,0,2,1,2,28.29,1,7,0,5.65,1.73,35.15,0,0,2.76,0,4.03,1,36.4,206.15,0,0,1.56,0,2.71,0,0,2.93,0,3.68,0,1,0,1,1,1,1,1,1,18,1,1,0,1,1,1,1,0,0,0,1,0,"2","1","May","4","0","2","2","1","12.6","1","2","1","3","1","4","low_spend_cust"
"4266",72,12,0,19,9,3.7,0.11,-2.25,0.23,-1.48,0,4,1,17,4,2,6,3,3,0,0,0,0,0,0,3,0,0,1,34,1,0,0,0,0,0,0,1,1,0,9,5,0,0,0,2,2,4,1,17,0,15,7,6,66.9,0,56,0,17.95,2.89,1019.6,0,0,2.37,0,6.33,0,0,0,1,53.25,3.97,2880,7.97,0,0,2.72,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"4","1","October","3","1","2","4","1","4.4","0","5","2","2","3","0","low_spend_cust"
"4268",54,14,0,5,51,5.3,1.45,0.37,1.25,0.22,0,2,0,-1,-1,1,2,0,0,0,0,2,0,0,0,4,1,0,1,25,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,2,3,4,0,5,0,6,5,4,41.85,0,24,0,6.65,1.89,142.3,0,0,2.28,0,5.63,0,0,0,0,0,1.5,0,4.83,0,0,2.64,0,6.2,0,0,0,0,0,1,0,0,1,10,1,1,1,0,0,0,0,0,0,0,0,0,"2","0","December","2","0","1","5","1","32.9","0","3","3","1","3","0","low_spend_cust"
"4269",45,7,0,11,33,6.1,0.68,-0.38,1.33,0.29,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,16,1,0,1,1,0,0,0,0,0,1,9,6,0,1,0,5,2,3,1,4,1,4,9,2,58.68,1,13,0,3.2,1.16,30.95,1,16.25,2.79,215.65,5.37,0,0,0,1,22,3.09,285,5.65,0,0,2.82,0,5.59,0,0,0,0,1,1,1,0,1,21,0,1,1,0,1,0,0,0,0,0,0,0,"2","0","March","3","0","2","3","0","10.1","1","3","4","4","3","0","medium_spend_cust"
"4284",53,16,0,9,73,14.3,1.99,0.69,8.45,2.13,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,0,4,1,0,1,28,1,0,0,0,0,0,0,0,0,0,2,3,0,1,1,2,3,4,0,31,0,20,10,8,686.72,1,58,0,11.95,2.48,723.1,0,0,2.3,0,6.4,1,42.5,2415.6,1,37.5,3.62,2025,7.61,0,0,2.72,0,6.68,1,1,1,0,0,0,0,1,1,29,1,1,1,0,1,1,1,1,1,0,0,1,"4","0","April","1","0","2","4","0","36.2","1","3","2","4","1","3","medium_spend_cust"
"4302",20,12,0,1,18,10.3,1.25,0.22,0.61,-0.5,1,1,1,14,2,4,0,0,0,0,0,0,0,0,0,2,1,0,1,20,1,0,0,0,0,1,0,1,0,0,9,4,0,1,0,3,3,2,0,3,0,1,11,1,26.21,1,12,1,4.8,1.57,66.95,0,0,2.44,0,5.11,0,0,0,0,0,1.7,0,4.09,0,0,2.82,0,5.19,0,0,0,0,0,0,0,0,1,23,1,0,1,0,1,0,1,0,0,0,0,0,"3","1","December","2","0","1","1","0","7.5","0","5","3","4","3","2","low_spend_cust"
"4303",77,14,0,29,33,6.2,0.7,-0.35,1.34,0.3,0,4,1,16,3,2,6,1,0,0,0,0,0,5,0,2,1,1,1,20,1,0,0,0,1,1,1,0,0,0,9,6,1,0,1,3,2,4,0,37,0,26,13,4,79.97,1,69,0,21.25,3.06,1434.65,1,17.5,2.86,1254.85,7.13,0,0,0,1,38.75,3.66,2565,7.85,0,0,2.88,0,7.04,1,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","January","1","1","2","4","0","15","0","2","1","2","3","0","low_spend_cust"
"4313",18,10,0,2,15,4.3,0.12,-2.13,0.53,-0.64,0,4,1,12,2,5,0,0,0,0,0,0,0,0,1,2,1,0,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,4,2,0,0,0,0,5,0,0,1,8,0,12.35,2.51,83.15,1,24.75,3.21,205.3,5.32,0,0,0,1,13.5,2.6,75,4.32,0,0,2.64,0,4.73,0,0,0,0,1,0,1,0,1,19,1,0,1,0,0,0,0,0,1,0,0,0,"1","1","June","4","0","1","1","0","6.3","0","2","4","4","1","0","low_spend_cust"
"4314",36,17,0,8,101,13.2,8.59,2.15,4.75,1.56,1,5,0,-1,-1,1,2,1,0,0,1,0,0,0,0,1,1,1,1,31,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,4,3,4,1,13,0,11,9,2,36.34,0,33,0,12.9,2.56,422.5,0,0,2.62,0,6.19,1,32.65,1011.35,1,25,3.22,915,6.82,0,0,2.93,0,6.47,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,0,0,1,0,0,0,"1","1","January","6","0","2","2","0","35.8","0","3","4","2","1","0","low_spend_cust"
"4319",73,20,1,13,77,13.7,3.81,1.34,6.74,1.91,0,3,0,-1,-1,1,9,0,0,0,0,0,0,9,1,0,-1,1,4,32,0,0,1,1,0,0,0,1,0,0,9,6,0,0,1,3,1,4,1,22,0,16,12,6,133.85,1,49,0,10.5,2.35,525.95,1,32.5,3.48,1648.75,7.41,1,56.25,2761.65,1,9.5,2.25,480,6.17,1,47.8,3.87,2333.35,7.76,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,"5","1","June","1","0","4","5","-1","-1","-1","1","2","3","2","4","medium_spend_cust"
"4321",72,13,0,40,14,20,1.44,0.36,1.36,0.31,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,3,0,0,8,35,1,1,1,1,0,1,0,1,1,0,4,4,0,0,0,4,2,4,0,36,1,29,14,3,48.17,1,71,0,17.25,2.85,1221.6,0,0,2.25,0,6.68,0,0,0,1,32.75,3.49,2230,7.71,0,0,2.95,0,7.28,1,0,0,0,0,0,0,1,1,20,1,1,1,0,1,1,0,0,1,0,0,0,"5","1","February","5","1","3","5","0","4.2","1","3","2","3","2","2","medium_spend_cust"
"4324",50,15,0,17,80,2.9,1.05,0.05,1.27,0.24,0,3,1,17,4,2,0,0,0,0,0,0,0,0,1,1,1,1,4,30,0,0,0,1,0,0,0,0,0,0,9,4,1,0,0,1,1,2,0,23,0,19,9,3,107.74,0,58,0,18.35,2.91,1036.6,0,0,2.3,0,6.47,0,0,0,1,19.75,2.98,1155,7.05,0,0,2.7,0,6.89,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,1,0,0,0,"1","0","February","5","0","1","4","1","43.9","0","4","3","1","3","0","medium_spend_cust"
"4329",25,15,0,0,19,2.6,0.07,-2.61,0.42,-0.87,0,3,1,13,2,4,0,0,0,0,0,0,0,0,1,4,1,0,1,30,1,0,0,0,1,1,0,0,0,0,1,6,1,0,1,3,4,3,1,1,1,4,6,6,137.84,0,3,0,6.05,1.8,14.9,1,17.5,2.86,53.4,3.98,0,0,0,1,14.25,2.66,20,3,1,27.95,3.33,39.45,3.68,0,1,1,1,1,1,1,0,1,21,0,1,1,0,0,1,0,0,0,0,0,0,"3","0","November","2","0","3","1","0","9.8","0","4","2","2","3","0","low_spend_cust"
"4333",18,13,0,0,24,4.2,0.24,-1.44,0.77,-0.26,0,1,0,-1,-1,3,0,0,0,0,0,0,0,0,0,3,1,1,1,27,1,0,0,0,0,0,1,0,0,1,9,4,0,0,1,2,4,3,1,0,0,0,11,0,0,0,8,0,13.65,2.61,108.05,1,26.75,3.29,235.5,5.46,0,0,0,1,12.75,2.55,75,4.32,1,32.1,3.47,244.35,5.5,1,1,1,1,1,1,1,1,1,19,1,1,1,0,1,0,1,0,0,0,0,0,"2","0","April","1","0","1","1","1","14.6","0","4","2","3","1","1","medium_spend_cust"
"4334",37,13,0,4,33,7,0.24,-1.42,2.07,0.73,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0,-1,1,5,32,0,0,0,0,1,0,0,0,0,0,9,6,0,1,0,2,2,3,0,7,0,6,9,0,0,1,25,0,5.1,1.63,131.85,0,0,2.82,0,5.55,0,0,0,0,0,1.75,0,4.38,0,0,2.68,0,5.58,0,0,0,0,0,0,0,0,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"4","1","July","2","0","2","4","-1","-1","-1","3","4","3","1","3","medium_spend_cust"
"4338",74,17,0,22,142,0.8,0.26,-1.35,0.88,-0.13,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,26,1,0,0,0,1,1,0,0,0,1,9,4,0,0,1,4,4,2,1,36,0,26,11,1,132.34,0,70,0,53.85,3.99,3910.45,0,0,2.33,0,6.69,1,43.4,3069.25,1,23.25,3.15,1680,7.43,0,0,2.82,0,7.17,1,1,0,0,0,1,0,1,1,11,1,1,1,0,1,0,1,0,1,0,0,0,"1","1","December","3","0","1","5","0","81.2","0","2","1","3","2","3","high_spend_cust"
"4339",54,17,0,11,77,5,1.05,0.05,2.8,1.03,0,5,0,-1,-1,1,6,1,0,1,0,0,0,4,1,0,-1,0,4,19,0,0,0,1,0,0,0,1,0,0,9,2,1,1,1,4,4,3,0,27,0,22,15,1,15.09,1,52,0,12.05,2.49,656.85,0,0,2.28,0,6.29,1,36.75,1804.3,1,15,2.71,755,6.63,1,37.2,3.62,1905.1,7.55,1,1,1,1,0,1,0,0,1,26,1,1,1,1,1,1,0,0,1,0,0,0,"1","0","November","2","0","1","2","-1","-1","-1","3","1","2","2","4","medium_spend_cust"
"4340",57,19,0,12,85,34.9,10.15,2.32,19.52,2.97,1,4,1,17,4,2,8,1,0,0,0,0,0,7,1,3,1,0,1,27,1,0,0,0,1,0,0,0,0,0,9,4,0,1,0,4,4,1,1,23,0,16,11,5,165.69,0,53,1,16.1,2.78,862,1,50.5,3.92,2710.2,7.9,1,55.2,2943.35,1,30,3.4,1575,7.36,1,63.55,4.15,3402.95,8.13,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,0,0,0,1,"3","0","October","3","0","1","5","0","41","0","5","4","3","3","4","medium_spend_cust"
"4359",24,15,0,1,18,7,0.33,-1.1,0.93,-0.07,0,1,0,-1,-1,1,9,1,0,0,0,0,0,8,1,2,1,0,5,22,0,0,0,0,1,0,0,1,0,0,9,4,0,0,0,4,3,2,0,2,0,3,8,10,223.66,1,9,0,1.75,0.56,20.6,0,0,2.83,0,3.33,0,0,0,0,0,2.46,0,2.3,0,0,2.64,0,2.7,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,1,0,0,"1","0","November","1","0","3","2","0","9","1","3","3","3","1","0","medium_spend_cust"
"4361",39,15,0,5,35,4.8,0.81,-0.21,0.87,-0.14,0,4,1,17,4,4,2,0,2,0,0,0,0,0,1,1,1,0,3,27,0,0,1,1,0,0,1,1,0,0,9,4,0,0,0,1,2,3,0,21,0,13,6,5,301.2,1,45,0,9.25,2.22,447.5,0,0,2.51,0,6.33,0,0,0,1,15.75,2.76,675,6.51,0,0,2.68,0,6.48,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,1,0,0,0,"4","1","November","1","0","1","2","1","18.6","0","2","2","1","3","1","medium_spend_cust"
"4364",72,15,1,7,18,10.1,1.04,0.04,0.78,-0.25,1,2,0,-1,-1,1,6,0,2,0,0,0,0,4,0,2,1,0,1,26,1,0,0,0,0,0,0,1,0,0,9,5,0,0,0,3,3,3,0,7,0,4,7,5,219.17,0,19,0,4.6,1.53,69.2,1,12.5,2.53,251.6,5.53,0,0,0,1,13.25,2.58,210,5.35,0,0,2.54,0,5.4,0,0,0,1,0,0,1,0,1,19,1,1,0,0,0,1,0,0,0,0,0,0,"4","0","November","2","1","1","2","0","9.4","1","1","1","1","2","0","medium_spend_cust"
"4367",62,19,0,5,112,1.6,0.53,-0.63,1.26,0.23,0,5,1,19,4,2,4,0,4,0,0,0,0,0,1,3,1,0,1,31,1,0,0,0,0,0,0,1,0,0,3,5,0,1,1,4,3,2,0,13,0,9,8,5,143.9,1,32,0,4.3,1.46,148.85,0,0,2.25,0,5.73,0,0,0,1,37.25,3.62,1150,7.05,0,0,2.93,0,6.34,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","August","1","0","1","4","1","44.4","1","3","1","1","2","0","medium_spend_cust"
"4373",35,15,0,6,51,5.4,1.69,0.52,1.07,0.07,0,2,1,11,1,3,1,0,1,0,0,0,0,0,0,2,1,0,1,20,1,0,0,0,0,0,0,0,0,1,9,3,1,1,1,3,4,3,0,14,0,10,10,5,216.68,1,37,0,8.7,2.16,317.65,1,44.75,3.8,1636.15,7.4,1,33.4,1245.95,1,17.25,2.85,625,6.44,1,27.3,3.31,937.35,6.84,0,1,1,1,1,1,1,0,1,19,1,1,1,0,1,0,1,1,1,0,0,0,"2","0","May","1","0","1","2","1","21.6","1","2","2","4","1","1","medium_spend_cust"
"4374",57,17,0,25,13,3.1,0.15,-1.9,0.25,-1.37,0,4,0,-1,-1,1,5,2,1,0,2,0,0,0,1,1,1,1,7,41,0,0,1,1,0,1,1,1,0,0,9,1,1,0,1,4,1,2,0,39,0,30,13,0,0,1,71,1,39,3.66,2834.8,0,0,2.3,0,6.38,1,39.9,2772.35,1,26,3.26,1740,7.46,0,0,3.02,0,7.07,1,0,0,0,1,0,0,1,1,19,1,1,1,1,1,0,0,0,1,0,0,0,"5","0","July","6","1","3","4","0","6.4","0","2","4","3","1","4","low_spend_cust"
"4400",77,17,0,38,14,10.3,0.16,-1.86,1.29,0.25,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,1,0,-1,0,7,26,0,0,1,1,0,1,1,0,1,0,9,6,0,0,0,2,4,3,0,10,1,10,7,6,168.09,0,30,1,10.6,2.36,252.6,1,33.5,3.51,938.9,6.84,1,36.95,1057.35,1,34.25,3.53,980,6.89,1,30.95,3.43,937.1,6.84,0,1,0,1,1,1,1,1,1,17,1,0,1,0,1,0,0,0,0,0,0,0,"5","0","July","6","1","2","5","-1","-1","-1","3","1","4","3","0","low_spend_cust"
"4418",40,19,0,5,83,6.6,3.49,1.25,1.99,0.69,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,1,1,10,20,0,0,0,0,0,0,0,0,0,1,9,4,1,0,1,1,1,2,0,6,0,6,7,7,577.2,0,21,0,5.05,1.62,97.2,1,18.75,2.93,376.55,5.93,0,0,0,1,44.75,3.8,900,6.8,1,28.35,3.34,568.05,6.34,0,1,1,1,1,1,1,0,1,17,1,1,1,0,1,0,1,0,0,0,0,0,"1","1","March","1","0","1","4","1","41.3","0","4","4","4","1","2","medium_spend_cust"
"4422",44,9,1,4,30,5,0.58,-0.54,0.92,-0.08,0,1,0,-1,-1,3,13,1,0,0,0,0,0,12,1,1,1,1,5,24,0,0,0,0,1,0,0,1,0,0,9,4,1,0,0,5,2,2,0,17,0,16,5,3,118.58,1,28,0,5.4,1.69,129.8,1,35.25,3.56,1037.3,6.94,1,38.5,1037.85,1,58.75,4.07,1500,7.31,1,24.55,3.2,684.3,6.53,0,1,1,1,1,1,1,0,1,19,1,1,1,0,0,1,1,0,1,0,0,0,"2","0","September","2","0","1","3","1","12.1","0","2","4","3","1","0","low_spend_cust"
"4427",31,13,0,7,37,1.2,0.07,-2.6,0.37,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,8,21,1,0,0,1,0,0,0,1,0,1,9,3,0,1,1,2,4,2,0,13,0,13,7,3,113.68,1,63,0,15.95,2.77,1053.1,1,21.5,3.07,1278.45,7.15,1,43.4,2797.05,1,23.75,3.17,1520,7.33,0,0,3.03,0,7.11,1,1,1,1,1,1,0,1,1,18,1,1,1,0,1,0,1,0,0,0,0,0,"4","0","July","6","0","1","3","1","19.7","1","4","4","2","1","1","low_spend_cust"
